No,Kota,Produk,Harga Satuan,Jumlah Pesanan,Tipe Pembayaran,Tipe Pengiriman,Rating Produk,Harga Total
2748,Jakarta,Kaos,564284,3,COD,Reguler,3.7,1692852
2749,Yogyakarta,Kaos,747449,3,ShopeePay,Reguler,4.7,2242347
2750,Yogyakarta,Power Bank,125682,1,COD,Kilat,3.2,125682
2751,Medan,Sneakers,365753,3,Transfer Bank,Hemat,4.5,1097259
2752,Semarang,Sneakers,529220,1,Transfer Bank,Same Day,1.5,529220
2753,Makassar,Kemeja,704765,2,Transfer Bank,Kilat,3,1409530
2754,Yogyakarta,Kaos,383634,3,Kartu Kredit,Hemat,2.8,1150902
2755,Denpasar,Parfum,802260,1,Transfer Bank,Hemat,1,802260
2756,Makassar,Lipstik,91325,3,COD,Kilat,2.8,273975
2757,Jakarta,Earphone,573218,3,Transfer Bank,Kilat,2.5,1719654
2758,Medan,Sneakers,396570,2,COD,Same Day,3.7,793140
2759,Bandung,Jam Tangan,37529,4,ShopeePay,Reguler,4.8,150116
2760,Makassar,Kemeja,597834,3,Kartu Kredit,Reguler,1.3,1793502
2761,Yogyakarta,Earphone,290086,2,ShopeePay,Same Day,2.3,580172
2762,Jakarta,Kemeja,813980,3,ShopeePay,Same Day,2.8,2441940
2763,Surabaya,Parfum,921680,3,Transfer Bank,Reguler,2.8,2765040
2764,Jakarta,Power Bank,431512,3,Transfer Bank,Kilat,4.1,1294536
2765,Jakarta,Power Bank,726376,3,Transfer Bank,Reguler,2.8,2179128
2766,Medan,Kaos,642068,4,ShopeePay,Hemat,1.1,2568272
2767,Bandung,Power Bank,282440,4,Kartu Kredit,Hemat,3.8,1129760
2768,Surabaya,Kemeja,87945,3,Kartu Kredit,Same Day,4.5,263835
2769,Semarang,Jam Tangan,79980,3,ShopeePay,Reguler,3.1,239940
2770,Semarang,Kaos,863214,2,Kartu Kredit,Reguler,3.3,1726428
2771,Makassar,Tas Ransel,185301,2,ShopeePay,Hemat,1.7,370602
2772,Jakarta,Earphone,640670,1,ShopeePay,Reguler,1.9,640670
2773,Denpasar,Parfum,73444,4,Kartu Kredit,Same Day,1.9,293776
2774,Medan,Kaos,317180,3,COD,Same Day,2.7,951540
2775,Denpasar,Kemeja,528898,4,COD,Hemat,4.7,2115592
2776,Medan,Earphone,280186,2,Transfer Bank,Reguler,3.1,560372
2777,Semarang,Jam Tangan,845754,4,Kartu Kredit,Reguler,1.8,3383016
2778,Makassar,Celana Jeans,702527,4,Transfer Bank,Hemat,2.1,2810108
2779,Makassar,Parfum,858099,3,ShopeePay,Kilat,2.5,2574297
2780,Makassar,Kemeja,638815,3,COD,Kilat,3.5,1916445
2781,Surabaya,Parfum,103337,2,Kartu Kredit,Reguler,2.8,206674
2782,Bandung,Sneakers,333612,3,Kartu Kredit,Same Day,2.6,1000836
2783,Surabaya,Celana Jeans,92894,2,Kartu Kredit,Kilat,3.3,185788
2784,Yogyakarta,Earphone,466300,2,COD,Reguler,2,932600
2785,Yogyakarta,Power Bank,607426,1,Transfer Bank,Kilat,1.3,607426
2786,Denpasar,Kemeja,304732,1,COD,Hemat,1.1,304732
2787,Bandung,Parfum,869333,1,Transfer Bank,Kilat,2,869333
2788,Semarang,Earphone,430887,4,ShopeePay,Kilat,1.4,1723548
2789,Bandung,Power Bank,103038,1,ShopeePay,Hemat,2.3,103038
2790,Medan,Jam Tangan,444861,3,Transfer Bank,Same Day,4.1,1334583
2791,Yogyakarta,Jam Tangan,682997,3,ShopeePay,Reguler,3.9,2048991
2792,Jakarta,Parfum,938164,1,ShopeePay,Same Day,3.4,938164
2793,Jakarta,Kaos,389355,4,Kartu Kredit,Same Day,4.4,1557420
2794,Semarang,Sneakers,813354,2,Kartu Kredit,Kilat,2.1,1626708
2795,Medan,Kaos,637985,4,COD,Reguler,4.5,2551940
2796,Denpasar,Sneakers,195793,4,COD,Kilat,2.6,783172
2797,Surabaya,Kemeja,470472,2,COD,Hemat,2.6,940944
2798,Medan,Tas Ransel,796385,2,Kartu Kredit,Same Day,2.6,1592770
2799,Jakarta,Parfum,923649,2,COD,Same Day,1.4,1847298
2800,Jakarta,Lipstik,875938,3,COD,Hemat,4.9,2627814
2801,Denpasar,Parfum,220015,2,Kartu Kredit,Reguler,1.6,440030
2802,Yogyakarta,Celana Jeans,144338,2,Transfer Bank,Same Day,2.4,288676
2803,Medan,Power Bank,47843,4,Kartu Kredit,Same Day,2.3,191372
2804,Medan,Celana Jeans,684406,4,Transfer Bank,Reguler,1.3,2737624
2805,Jakarta,Jam Tangan,385208,1,Kartu Kredit,Kilat,1.6,385208
2806,Surabaya,Sneakers,247997,4,COD,Hemat,1.2,991988
2807,Semarang,Power Bank,146417,2,ShopeePay,Reguler,2.2,292834
2808,Makassar,Jam Tangan,136585,3,ShopeePay,Hemat,4.5,409755
2809,Semarang,Power Bank,574634,4,Transfer Bank,Hemat,2.4,2298536
2810,Medan,Kaos,239356,4,Transfer Bank,Same Day,1.5,957424
2811,Semarang,Jam Tangan,405296,2,Transfer Bank,Reguler,3.6,810592
2812,Jakarta,Kaos,918201,4,ShopeePay,Hemat,5,3672804
2813,Jakarta,Kaos,646679,4,Transfer Bank,Kilat,1.9,2586716
2814,Denpasar,Power Bank,504600,2,Kartu Kredit,Hemat,2.1,1009200
2815,Medan,Earphone,466742,4,Kartu Kredit,Same Day,4.9,1866968
2816,Denpasar,Celana Jeans,879575,3,ShopeePay,Kilat,1.7,2638725
2817,Medan,Jam Tangan,843219,1,Kartu Kredit,Kilat,3,843219
2818,Makassar,Lipstik,840015,4,Transfer Bank,Reguler,2,3360060
2819,Makassar,Earphone,163635,3,ShopeePay,Kilat,4.7,490905
2820,Yogyakarta,Celana Jeans,197132,4,Transfer Bank,Reguler,4.9,788528
2821,Medan,Jam Tangan,280609,1,Kartu Kredit,Reguler,4.3,280609
2822,Surabaya,Sneakers,666231,2,Transfer Bank,Kilat,2.3,1332462
2823,Semarang,Celana Jeans,789822,1,ShopeePay,Reguler,2.6,789822
2824,Medan,Lipstik,709050,4,Transfer Bank,Reguler,2,2836200
2825,Bandung,Parfum,393377,1,Kartu Kredit,Kilat,4.6,393377
2826,Yogyakarta,Kemeja,245784,1,COD,Same Day,4.7,245784
2827,Bandung,Kaos,34925,2,ShopeePay,Hemat,2.7,69850
2828,Jakarta,Kemeja,762147,4,Transfer Bank,Reguler,3.6,3048588
2829,Makassar,Earphone,103184,1,ShopeePay,Reguler,1.7,103184
2830,Semarang,Parfum,957612,1,Transfer Bank,Kilat,2.7,957612
2831,Medan,Kaos,620803,2,COD,Hemat,3.5,1241606
2832,Bandung,Jam Tangan,219330,3,Kartu Kredit,Hemat,2.5,657990
2833,Semarang,Earphone,680715,4,Transfer Bank,Reguler,2.4,2722860
2834,Jakarta,Lipstik,328213,3,Transfer Bank,Kilat,1,984639
2835,Makassar,Power Bank,769695,3,COD,Same Day,4.2,2309085
2836,Surabaya,Jam Tangan,120854,2,ShopeePay,Hemat,4.6,241708
2837,Yogyakarta,Celana Jeans,860903,2,Kartu Kredit,Same Day,4.9,1721806
2838,Semarang,Power Bank,314849,4,Transfer Bank,Kilat,3.9,1259396
2839,Semarang,Earphone,194981,3,Transfer Bank,Same Day,3.2,584943
2840,Surabaya,Celana Jeans,239678,1,Kartu Kredit,Kilat,2.1,239678
2841,Semarang,Lipstik,148501,3,COD,Reguler,5,445503
2842,Jakarta,Kemeja,136361,2,ShopeePay,Same Day,3.4,272722
2843,Jakarta,Celana Jeans,204811,1,Kartu Kredit,Reguler,3.7,204811
2844,Surabaya,Kemeja,227892,1,ShopeePay,Reguler,3.7,227892
2845,Yogyakarta,Kaos,631561,2,COD,Kilat,4.4,1263122
2846,Medan,Sneakers,305385,1,COD,Same Day,1,305385
2847,Bandung,Tas Ransel,440630,3,Kartu Kredit,Hemat,1.9,1321890
2848,Medan,Jam Tangan,70818,2,Transfer Bank,Same Day,3.7,141636
2849,Semarang,Tas Ransel,171967,4,COD,Hemat,4.6,687868
2850,Bandung,Kaos,374451,2,COD,Reguler,3.7,748902
2851,Denpasar,Celana Jeans,213481,4,Kartu Kredit,Reguler,2.7,853924
2852,Surabaya,Kaos,468540,4,Kartu Kredit,Kilat,2.4,1874160
2853,Surabaya,Tas Ransel,349064,2,Kartu Kredit,Hemat,4,698128
2854,Yogyakarta,Tas Ransel,466771,2,COD,Same Day,4,933542
2855,Bandung,Jam Tangan,138642,4,ShopeePay,Kilat,3.4,554568
2856,Jakarta,Power Bank,347597,4,COD,Kilat,2.2,1390388
2857,Bandung,Parfum,829121,1,Kartu Kredit,Kilat,4.7,829121
2858,Semarang,Kaos,215428,2,Transfer Bank,Same Day,3.2,430856
2859,Jakarta,Sneakers,768371,2,Transfer Bank,Kilat,4.2,1536742
2860,Makassar,Parfum,421468,1,Kartu Kredit,Same Day,1.9,421468
2861,Makassar,Kaos,837276,2,Transfer Bank,Kilat,2.4,1674552
2862,Denpasar,Lipstik,115687,1,COD,Hemat,4.5,115687
2863,Makassar,Earphone,518758,1,ShopeePay,Reguler,1.2,518758
2864,Surabaya,Earphone,829797,2,COD,Hemat,3,1659594
2865,Bandung,Tas Ransel,681386,3,Kartu Kredit,Hemat,2.9,2044158
2866,Makassar,Earphone,904735,4,COD,Kilat,4,3618940
2867,Medan,Kemeja,310667,2,Transfer Bank,Hemat,2.1,621334
2868,Yogyakarta,Sneakers,534513,3,COD,Hemat,1.9,1603539
2869,Medan,Earphone,161554,1,ShopeePay,Hemat,4.7,161554
2870,Makassar,Celana Jeans,132105,3,Transfer Bank,Kilat,3.3,396315
2871,Denpasar,Kemeja,855320,2,ShopeePay,Same Day,1.4,1710640
2872,Yogyakarta,Parfum,658172,2,ShopeePay,Reguler,1.8,1316344
2873,Semarang,Kemeja,651256,3,ShopeePay,Reguler,5,1953768
2874,Medan,Kaos,856542,2,COD,Same Day,1.8,1713084
2875,Denpasar,Tas Ransel,766004,4,COD,Same Day,3.4,3064016
2876,Bandung,Jam Tangan,413709,3,COD,Hemat,2.7,1241127
2877,Bandung,Jam Tangan,469410,1,COD,Reguler,4.5,469410
2878,Medan,Lipstik,626289,3,Transfer Bank,Same Day,4,1878867
2879,Makassar,Sneakers,59767,3,COD,Hemat,3.4,179301
2880,Denpasar,Kaos,573838,3,Transfer Bank,Reguler,1,1721514
2881,Bandung,Jam Tangan,544261,3,ShopeePay,Kilat,4.5,1632783
2882,Semarang,Tas Ransel,164905,1,Transfer Bank,Kilat,2.8,164905
2883,Jakarta,Parfum,154042,1,Kartu Kredit,Reguler,4.7,154042
2884,Makassar,Jam Tangan,642603,1,COD,Reguler,3,642603
2885,Denpasar,Celana Jeans,115494,3,Kartu Kredit,Kilat,3.8,346482
2886,Semarang,Kemeja,671712,4,Transfer Bank,Kilat,1.3,2686848
2887,Denpasar,Jam Tangan,920287,4,COD,Reguler,4,3681148
2888,Yogyakarta,Kaos,102681,1,Kartu Kredit,Hemat,2.4,102681
2889,Semarang,Earphone,907921,4,COD,Same Day,2.4,3631684
2890,Makassar,Earphone,724537,4,Transfer Bank,Same Day,1.5,2898148
2891,Yogyakarta,Parfum,936978,4,Kartu Kredit,Reguler,1.6,3747912
2892,Makassar,Earphone,272411,4,Transfer Bank,Same Day,1.7,1089644
2893,Bandung,Parfum,736861,4,Kartu Kredit,Kilat,2.3,2947444
2894,Jakarta,Kaos,573188,2,ShopeePay,Kilat,4.6,1146376
2895,Makassar,Sneakers,34126,1,ShopeePay,Same Day,2.5,34126
2896,Makassar,Earphone,655486,3,ShopeePay,Reguler,3.9,1966458
2897,Bandung,Lipstik,746050,4,ShopeePay,Kilat,1.3,2984200
2898,Surabaya,Tas Ransel,763104,2,ShopeePay,Hemat,3.4,1526208
2899,Bandung,Kemeja,361447,3,Transfer Bank,Hemat,2.9,1084341
2900,Yogyakarta,Earphone,236651,2,ShopeePay,Kilat,4.9,473302
2901,Bandung,Parfum,985498,4,Transfer Bank,Kilat,4.4,3941992
2902,Bandung,Kaos,349205,4,ShopeePay,Same Day,2.8,1396820
2903,Jakarta,Earphone,512280,4,COD,Reguler,4.1,2049120
2904,Bandung,Jam Tangan,36978,4,ShopeePay,Same Day,1.8,147912
2905,Denpasar,Earphone,600632,3,COD,Reguler,3.2,1801896
2906,Makassar,Parfum,328792,3,Transfer Bank,Hemat,1.3,986376
2907,Denpasar,Celana Jeans,283199,2,ShopeePay,Hemat,2.4,566398
2908,Jakarta,Celana Jeans,95582,1,Kartu Kredit,Reguler,1.9,95582
2909,Medan,Earphone,252459,4,Transfer Bank,Same Day,3.9,1009836
2910,Surabaya,Kemeja,625502,2,ShopeePay,Kilat,3,1251004
2911,Denpasar,Kaos,458092,2,Transfer Bank,Reguler,4,916184
2912,Jakarta,Lipstik,531579,2,Kartu Kredit,Same Day,3.1,1063158
2913,Yogyakarta,Lipstik,767520,4,ShopeePay,Hemat,1.3,3070080
2914,Medan,Earphone,914386,4,Kartu Kredit,Kilat,3.9,3657544
2915,Jakarta,Earphone,583013,2,ShopeePay,Hemat,4.3,1166026
2916,Jakarta,Celana Jeans,418471,4,COD,Reguler,4.6,1673884
2917,Surabaya,Parfum,488163,2,Transfer Bank,Hemat,3.3,976326
2918,Makassar,Kemeja,859812,3,Kartu Kredit,Hemat,4,2579436
2919,Denpasar,Earphone,790008,4,Transfer Bank,Reguler,4,3160032
2920,Yogyakarta,Lipstik,597621,3,Kartu Kredit,Kilat,1.6,1792863
2921,Semarang,Kaos,324603,1,Transfer Bank,Reguler,1.7,324603
2922,Denpasar,Sneakers,922950,4,Transfer Bank,Same Day,1.3,3691800
2923,Semarang,Jam Tangan,806198,1,Transfer Bank,Reguler,2.3,806198
2924,Jakarta,Earphone,318307,2,COD,Reguler,2.9,636614
2925,Bandung,Parfum,185043,4,ShopeePay,Kilat,5,740172
2926,Yogyakarta,Earphone,509987,4,COD,Same Day,2.7,2039948
2927,Medan,Parfum,740509,4,Transfer Bank,Hemat,3.9,2962036
2928,Bandung,Kemeja,366874,1,Kartu Kredit,Hemat,3.8,366874
2929,Bandung,Sneakers,301620,1,Transfer Bank,Hemat,1.8,301620
2930,Denpasar,Tas Ransel,350724,2,ShopeePay,Hemat,1.2,701448
2931,Yogyakarta,Kaos,271831,3,COD,Kilat,3.2,815493
2932,Makassar,Kaos,912008,3,ShopeePay,Same Day,3.8,2736024
2933,Jakarta,Parfum,368737,1,Kartu Kredit,Kilat,5,368737
2934,Jakarta,Celana Jeans,744410,4,ShopeePay,Reguler,2.4,2977640
2935,Jakarta,Parfum,226598,3,COD,Same Day,4.6,679794
2936,Jakarta,Celana Jeans,517712,3,Kartu Kredit,Same Day,2.5,1553136
2937,Denpasar,Power Bank,915503,1,ShopeePay,Hemat,3.8,915503
2938,Semarang,Lipstik,659120,2,COD,Hemat,3.4,1318240
2939,Jakarta,Kaos,420723,1,COD,Hemat,1.2,420723
2940,Semarang,Kemeja,483609,1,Transfer Bank,Hemat,1.3,483609
2941,Semarang,Parfum,687478,4,ShopeePay,Reguler,1.1,2749912
2942,Makassar,Kemeja,201601,1,Kartu Kredit,Hemat,2.5,201601
2943,Jakarta,Sneakers,88682,4,Transfer Bank,Kilat,4,354728
2944,Surabaya,Kemeja,243009,2,ShopeePay,Same Day,1.7,486018
2945,Medan,Earphone,467392,4,ShopeePay,Reguler,3.4,1869568
2946,Bandung,Lipstik,266553,2,Kartu Kredit,Reguler,2.2,533106
2947,Semarang,Earphone,373857,2,Transfer Bank,Same Day,4.2,747714
2948,Yogyakarta,Jam Tangan,386204,2,Transfer Bank,Same Day,4.2,772408
2949,Yogyakarta,Parfum,679774,1,Kartu Kredit,Same Day,4.1,679774
2950,Medan,Kaos,103030,4,Transfer Bank,Reguler,3.1,412120
2951,Yogyakarta,Parfum,140360,3,COD,Kilat,2.1,421080
2952,Surabaya,Lipstik,892405,1,Kartu Kredit,Kilat,4.2,892405
2953,Yogyakarta,Tas Ransel,999641,2,ShopeePay,Same Day,1.7,1999282
2954,Bandung,Tas Ransel,679297,3,Kartu Kredit,Reguler,2.2,2037891
2955,Bandung,Jam Tangan,843163,1,COD,Hemat,1.7,843163
2956,Semarang,Lipstik,714025,3,Kartu Kredit,Reguler,3.7,2142075
2957,Jakarta,Power Bank,487726,2,ShopeePay,Same Day,3.7,975452
2958,Makassar,Power Bank,525897,3,ShopeePay,Reguler,3.6,1577691
2959,Surabaya,Power Bank,955004,3,Kartu Kredit,Reguler,2.7,2865012
2960,Semarang,Kaos,134360,2,Kartu Kredit,Reguler,1.4,268720
2961,Surabaya,Kaos,283894,3,COD,Hemat,4.6,851682
2962,Jakarta,Power Bank,609306,1,COD,Same Day,3,609306
2963,Denpasar,Tas Ransel,417243,3,ShopeePay,Same Day,2.6,1251729
2964,Yogyakarta,Lipstik,785192,4,Transfer Bank,Same Day,3.4,3140768
2965,Yogyakarta,Kemeja,156817,1,Transfer Bank,Kilat,1.8,156817
2966,Makassar,Lipstik,212803,3,Transfer Bank,Kilat,1.5,638409
2967,Jakarta,Power Bank,631272,4,Transfer Bank,Same Day,2.6,2525088
2968,Semarang,Lipstik,914415,4,ShopeePay,Reguler,1.9,3657660
2969,Makassar,Sneakers,834883,4,Transfer Bank,Reguler,2,3339532
2970,Jakarta,Kaos,375887,3,Transfer Bank,Same Day,4.6,1127661
2971,Medan,Kaos,877906,2,Kartu Kredit,Hemat,3.1,1755812
2972,Bandung,Tas Ransel,736896,4,Transfer Bank,Hemat,2.9,2947584
2973,Makassar,Kemeja,32150,2,Kartu Kredit,Reguler,3.8,64300
2974,Makassar,Power Bank,819838,1,ShopeePay,Reguler,4.8,819838
2975,Semarang,Parfum,170853,2,Kartu Kredit,Kilat,1.4,341706
2976,Surabaya,Tas Ransel,208489,2,COD,Hemat,4.3,416978
2977,Medan,Tas Ransel,922479,2,Kartu Kredit,Reguler,3.3,1844958
2978,Semarang,Kemeja,930403,2,Transfer Bank,Reguler,1.6,1860806
2979,Jakarta,Earphone,909589,2,Kartu Kredit,Same Day,2.2,1819178
2980,Jakarta,Power Bank,562613,1,Kartu Kredit,Kilat,2.9,562613
2981,Jakarta,Parfum,219756,1,ShopeePay,Hemat,3.8,219756
2982,Denpasar,Kaos,900847,2,ShopeePay,Hemat,2,1801694
2983,Jakarta,Kemeja,527763,2,Transfer Bank,Kilat,3.1,1055526
2984,Surabaya,Parfum,748829,4,COD,Reguler,3.7,2995316
2985,Medan,Sneakers,946940,1,COD,Hemat,2.8,946940
2986,Yogyakarta,Tas Ransel,37669,3,Kartu Kredit,Hemat,4.5,113007
2987,Bandung,Kemeja,933817,1,COD,Hemat,4.5,933817
2988,Surabaya,Kaos,354154,3,ShopeePay,Same Day,2.9,1062462
2989,Surabaya,Lipstik,526199,4,Transfer Bank,Kilat,4.9,2104796
2990,Denpasar,Kaos,227836,2,Transfer Bank,Hemat,1.3,455672
2991,Yogyakarta,Sneakers,512290,4,ShopeePay,Kilat,1,2049160
2992,Yogyakarta,Kemeja,152915,2,Transfer Bank,Reguler,2.5,305830
2993,Bandung,Sneakers,216681,1,Kartu Kredit,Kilat,3.4,216681
2994,Bandung,Power Bank,595100,2,Transfer Bank,Same Day,3.5,1190200
2995,Yogyakarta,Power Bank,822491,3,COD,Same Day,2.9,2467473
2996,Jakarta,Lipstik,368413,3,Transfer Bank,Kilat,1.5,1105239
2997,Surabaya,Tas Ransel,797150,4,Transfer Bank,Same Day,1.7,3188600
2998,Semarang,Earphone,191840,1,ShopeePay,Hemat,4.4,191840
2999,Bandung,Celana Jeans,45395,3,ShopeePay,Same Day,4.5,136185
3000,Denpasar,Parfum,302346,4,COD,Reguler,3.7,1209384
3001,Denpasar,Sneakers,950777,1,ShopeePay,Kilat,3.7,950777
3002,Bandung,Parfum,986393,1,COD,Kilat,3.4,986393
3003,Yogyakarta,Lipstik,249707,4,Kartu Kredit,Reguler,1.8,998828
3004,Medan,Parfum,791469,3,COD,Reguler,2.7,2374407
3005,Semarang,Parfum,748408,3,Transfer Bank,Reguler,3.8,2245224
3006,Semarang,Kaos,244839,4,COD,Reguler,3.1,979356
3007,Bandung,Kemeja,239882,3,Kartu Kredit,Hemat,1.1,719646
3008,Jakarta,Tas Ransel,647523,4,Transfer Bank,Same Day,4.8,2590092
3009,Medan,Celana Jeans,589798,3,COD,Same Day,4.4,1769394
3010,Semarang,Kemeja,632233,3,ShopeePay,Hemat,2,1896699
3011,Bandung,Kaos,262802,4,ShopeePay,Reguler,3.5,1051208
3012,Denpasar,Parfum,794456,4,ShopeePay,Kilat,4.7,3177824
3013,Semarang,Celana Jeans,877081,3,COD,Kilat,1.4,2631243
3014,Makassar,Kaos,913155,4,COD,Kilat,3,3652620
3015,Medan,Kaos,547169,3,Kartu Kredit,Reguler,2.8,1641507
3016,Medan,Kaos,852345,2,Transfer Bank,Hemat,2.6,1704690
3017,Makassar,Power Bank,656148,1,Transfer Bank,Hemat,4.3,656148
3018,Surabaya,Celana Jeans,891217,1,Transfer Bank,Hemat,2.5,891217
3019,Denpasar,Kaos,478253,3,Transfer Bank,Same Day,1.3,1434759
3020,Makassar,Earphone,868889,1,COD,Same Day,1.3,868889
3021,Yogyakarta,Parfum,186415,3,COD,Same Day,1.2,559245
3022,Yogyakarta,Celana Jeans,475605,4,Kartu Kredit,Same Day,2.6,1902420
3023,Bandung,Power Bank,491466,2,Transfer Bank,Kilat,3.9,982932
3024,Medan,Sneakers,159728,1,COD,Kilat,1.8,159728
3025,Surabaya,Sneakers,287885,1,COD,Hemat,3.6,287885
3026,Surabaya,Tas Ransel,167733,4,COD,Same Day,3.7,670932
3027,Semarang,Jam Tangan,903523,2,COD,Hemat,2,1807046
3028,Semarang,Earphone,835122,2,Transfer Bank,Reguler,3.4,1670244
3029,Makassar,Sneakers,314977,2,Transfer Bank,Same Day,3.7,629954
3030,Surabaya,Power Bank,646854,4,COD,Same Day,2.9,2587416
3031,Makassar,Jam Tangan,91240,1,ShopeePay,Hemat,2.3,91240
3032,Denpasar,Kaos,651186,1,Kartu Kredit,Hemat,3.5,651186
3033,Makassar,Kaos,359855,2,Transfer Bank,Reguler,4.9,719710
3034,Semarang,Lipstik,994645,4,Transfer Bank,Hemat,2.7,3978580
3035,Medan,Parfum,229304,4,ShopeePay,Same Day,2.6,917216
3036,Makassar,Jam Tangan,845455,4,Transfer Bank,Kilat,2.9,3381820
3037,Jakarta,Parfum,846641,2,ShopeePay,Reguler,1.3,1693282
3038,Medan,Power Bank,375734,4,ShopeePay,Reguler,3.2,1502936
3039,Surabaya,Earphone,893044,2,COD,Same Day,2.3,1786088
3040,Surabaya,Jam Tangan,100522,2,Transfer Bank,Kilat,1.5,201044
3041,Makassar,Sneakers,393798,2,Kartu Kredit,Hemat,2.9,787596
3042,Medan,Earphone,689800,3,ShopeePay,Hemat,1,2069400
3043,Semarang,Lipstik,139107,2,Kartu Kredit,Kilat,2.6,278214
3044,Semarang,Parfum,421176,4,COD,Kilat,1.4,1684704
3045,Yogyakarta,Parfum,42462,3,Transfer Bank,Same Day,1.1,127386
3046,Surabaya,Earphone,824253,1,COD,Hemat,4.3,824253
3047,Bandung,Kaos,995276,1,COD,Same Day,4.7,995276
3048,Yogyakarta,Parfum,440474,4,Kartu Kredit,Hemat,1.8,1761896
3049,Semarang,Lipstik,112889,4,Kartu Kredit,Hemat,3.2,451556
3050,Medan,Sneakers,108952,4,ShopeePay,Kilat,2.1,435808
3051,Denpasar,Celana Jeans,737884,4,Transfer Bank,Same Day,3,2951536
3052,Semarang,Sneakers,435331,3,COD,Kilat,2.7,1305993
3053,Medan,Sneakers,924498,4,ShopeePay,Same Day,2.1,3697992
3054,Yogyakarta,Parfum,721793,2,ShopeePay,Hemat,3.8,1443586
3055,Surabaya,Kemeja,241576,1,COD,Reguler,1.5,241576
3056,Semarang,Kaos,763681,4,COD,Reguler,1.2,3054724
3057,Makassar,Parfum,518149,2,ShopeePay,Same Day,4.1,1036298
3058,Medan,Kaos,885796,4,COD,Same Day,3.7,3543184
3059,Surabaya,Power Bank,876509,2,COD,Kilat,3,1753018
3060,Denpasar,Kemeja,322788,3,Kartu Kredit,Hemat,2.9,968364
3061,Denpasar,Parfum,344787,1,Transfer Bank,Reguler,3,344787
3062,Bandung,Tas Ransel,295455,1,ShopeePay,Kilat,2.7,295455
3063,Medan,Sneakers,274084,3,COD,Same Day,2.6,822252
3064,Yogyakarta,Power Bank,149466,2,ShopeePay,Hemat,3,298932
3065,Bandung,Kemeja,50531,4,Transfer Bank,Kilat,3.1,202124
3066,Bandung,Parfum,34588,2,ShopeePay,Kilat,3.8,69176
3067,Jakarta,Lipstik,855848,1,ShopeePay,Same Day,3.8,855848
3068,Semarang,Earphone,163452,3,ShopeePay,Hemat,2.5,490356
3069,Medan,Earphone,718005,3,Kartu Kredit,Reguler,2.7,2154015
3070,Bandung,Kaos,431034,2,Transfer Bank,Kilat,2.5,862068
3071,Jakarta,Kemeja,181929,2,Transfer Bank,Same Day,3.1,363858
3072,Yogyakarta,Sneakers,565999,3,ShopeePay,Kilat,2.8,1697997
3073,Surabaya,Sneakers,680457,1,ShopeePay,Same Day,4.6,680457
3074,Makassar,Celana Jeans,922780,4,Transfer Bank,Same Day,3.8,3691120
3075,Makassar,Earphone,703753,4,COD,Same Day,4.6,2815012
3076,Medan,Power Bank,828508,2,Kartu Kredit,Hemat,3.8,1657016
3077,Bandung,Kemeja,366418,3,Transfer Bank,Reguler,4.9,1099254
3078,Makassar,Sneakers,339753,3,ShopeePay,Hemat,3.5,1019259
3079,Semarang,Celana Jeans,704677,3,COD,Reguler,4.9,2114031
3080,Makassar,Kemeja,517981,1,COD,Same Day,1.6,517981
3081,Makassar,Jam Tangan,78480,2,COD,Reguler,1.2,156960
3082,Makassar,Sneakers,813476,2,Kartu Kredit,Hemat,3.3,1626952
3083,Denpasar,Jam Tangan,794597,2,Kartu Kredit,Kilat,4.9,1589194
3084,Jakarta,Kemeja,75486,1,Transfer Bank,Hemat,2.7,75486
3085,Bandung,Sneakers,75162,2,Transfer Bank,Hemat,1.8,150324
3086,Semarang,Jam Tangan,754647,4,Transfer Bank,Hemat,3.1,3018588
3087,Bandung,Tas Ransel,49882,2,Transfer Bank,Hemat,3.6,99764
3088,Denpasar,Celana Jeans,598366,2,ShopeePay,Hemat,2.3,1196732
3089,Medan,Power Bank,865166,2,Kartu Kredit,Reguler,3.9,1730332
3090,Medan,Earphone,258680,1,COD,Reguler,4.9,258680
3091,Medan,Celana Jeans,653018,4,ShopeePay,Kilat,4.6,2612072
3092,Yogyakarta,Jam Tangan,194898,4,Transfer Bank,Hemat,2.2,779592
3093,Makassar,Sneakers,370129,3,Transfer Bank,Hemat,2.3,1110387
3094,Yogyakarta,Tas Ransel,326172,3,ShopeePay,Kilat,2.5,978516
3095,Jakarta,Tas Ransel,988835,4,COD,Kilat,2.6,3955340
3096,Medan,Earphone,532871,2,Kartu Kredit,Same Day,1.4,1065742
3097,Denpasar,Tas Ransel,643226,2,Kartu Kredit,Kilat,4,1286452
3098,Semarang,Celana Jeans,662607,2,COD,Kilat,2.5,1325214
3099,Bandung,Parfum,576831,1,Kartu Kredit,Kilat,4.5,576831
3100,Makassar,Tas Ransel,668567,2,Transfer Bank,Same Day,4.7,1337134
3101,Surabaya,Earphone,49362,1,Transfer Bank,Reguler,1.1,49362
3102,Semarang,Tas Ransel,440531,4,Transfer Bank,Same Day,5,1762124
3103,Makassar,Tas Ransel,178818,2,Transfer Bank,Reguler,3.8,357636
3104,Yogyakarta,Lipstik,423273,2,COD,Kilat,3.1,846546
3105,Yogyakarta,Celana Jeans,262721,3,Kartu Kredit,Same Day,2.6,788163
3106,Semarang,Jam Tangan,849347,4,Kartu Kredit,Same Day,3.1,3397388
